,#YY,MM,DD,hh,mm,WDI,R WSP,D GST,WVHT,DPD,APD,MWD,PRES,ATMP,WTMP,DEWP,VIS,TIDE
39146,2021,10,8,3,40,276,0.7,2.1,1.21,10.81,8.25,288,1016.2,18.9,20.8,15.1,99,99
39152,2021,10,8,4,40,346,0.8,2.7,1.1,14.81,8.39,204,1015.9,18.9,20.8,14.9,99,99
39158,2021,10,8,5,40,272,2.2,3.3,1.16,14.81,8.52,201,1016.3,19.1,20.7,15.5,99,99
39164,2021,10,8,6,40,277,1.1,2.1,1.18,14.81,8.42,181,1016.1,18.9,20.6,15.4,99,99
39170,2021,10,8,7,40,247,4.5,5.9,1.27,9.09,8.33,293,1016.9,19.0,20.6,15.4,99,99
39176,2021,10,8,8,40,306,1.6,2.6,1.27,9.09,8.03,297,1016.0,18.7,20.6,15.4,99,99
39182,2021,10,8,9,40,298,2.0,2.9,1.24,10.0,8.21,290,1016.7,18.8,20.7,15.4,99,99
39188,2021,10,8,10,40,284,3.9,5.0,1.23,10.0,7.99,291,1016.4,18.9,20.7,15.4,99,99
39194,2021,10,8,11,40,278,4.2,5.6,1.23,9.09,7.38,289,1016.3,17.9,20.8,16.0,99,99
39200,2021,10,8,12,40,275,4.3,6.0,1.24,10.81,7.55,280,1016.5,17.1,20.8,14.4,99,99
39206,2021,10,8,13,40,259,3.8,5.6,1.32,16.0,7.63,207,1017.3,17.7,20.8,15.4,99,99
39212,2021,10,8,14,40,273,5.0,6.4,1.31,14.81,7.69,197,1017.5,18.0,20.8,14.9,99,99
39218,2021,10,8,15,40,282,4.4,5.9,1.14,14.81,7.38,211,1018.3,18.2,20.8,14.1,99,99
39224,2021,10,8,16,40,291,5.2,7.0,0.99,13.79,7.19,171,1018.6,18.4,20.8,14.1,99,99
39230,2021,10,8,17,40,306,4.6,6.6,1.17,17.39,7.19,317,1018.7,18.3,20.8,13.4,99,99
39236,2021,10,8,18,40,295,4.5,6.4,1.11,13.79,6.25,193,1019.1,18.5,20.8,13.0,99,99
39242,2021,10,8,19,40,293,6.3,8.0,1.25,13.79,6.57,212,1019.0,18.4,20.8,13.5,99,99
39254,2021,10,8,21,40,295,6.5,8.0,1.38,14.81,5.67,160,1017.9,18.0,20.9,12.9,99,99
39260,2021,10,8,22,40,307,6.4,8.0,1.38,16.0,5.77,183,1017.5,18.0,999.0,12.9,99,99
39266,2021,10,8,23,40,306,6.4,8.0,1.38,14.81,6.06,176,1017.3,18.1,20.9,13.2,99,99
39272,2021,10,9,0,40,301,6.4,8.1,1.47,17.39,6.03,296,1017.3,17.8,20.9,13.0,99,99
39278,2021,10,9,1,40,301,7.2,9.1,1.32,16.0,5.59,265,1017.3,17.6,20.9,12.8,99,99
39284,2021,10,9,2,40,309,6.8,8.3,1.45,16.0,5.64,244,1017.1,17.6,21.0,13.1,99,99
39290,2021,10,9,3,40,312,7.2,9.0,1.31,16.0,5.43,258,1017.5,17.8,21.0,13.5,99,99
39296,2021,10,9,4,40,304,7.7,9.7,1.35,16.0,5.39,257,1017.8,18.0,20.9,13.4,99,99
39302,2021,10,9,5,40,316,7.9,9.7,1.45,5.56,5.38,293,1017.9,17.9,20.8,12.5,99,99
39308,2021,10,9,6,40,325,4.8,7.0,1.54,7.14,5.66,287,1018.2,17.8,20.8,11.7,99,99
39314,2021,10,9,7,40,307,6.0,8.1,1.72,6.25,6.01,293,1018.0,17.4,20.8,11.2,99,99
39320,2021,10,9,8,40,315,4.8,6.8,1.75,7.14,6.18,289,1018.0,17.1,20.8,11.7,99,99
39326,2021,10,9,9,40,316,4.9,6.7,1.78,7.69,6.26,292,1017.7,17.0,20.7,11.9,99,99
39332,2021,10,9,10,40,311,4.9,7.1,1.76,7.14,6.23,297,1017.5,17.0,20.7,12.1,99,99
39338,2021,10,9,11,40,297,5.2,7.1,1.7,7.69,6.21,294,1017.7,16.9,20.7,12.1,99,99
39344,2021,10,9,12,40,304,4.1,6.3,1.72,7.14,6.32,300,1017.5,16.9,20.7,12.4,99,99
39350,2021,10,9,13,40,314,4.4,6.5,1.65,7.69,6.25,288,1017.7,16.8,20.7,12.3,99,99
39356,2021,10,9,14,40,311,4.3,6.0,1.79,7.69,6.48,289,1017.7,16.9,20.7,12.7,99,99
39362,2021,10,9,15,40,302,4.3,6.0,1.65,8.33,6.4,283,1018.2,17.2,20.7,12.8,99,99
39368,2021,10,9,16,40,313,3.4,4.9,1.65,7.14,6.59,295,1018.2,17.4,20.7,12.5,99,99
39374,2021,10,9,17,40,345,2.5,4.3,1.52,6.67,6.52,293,1018.3,17.7,20.8,12.2,99,99
39380,2021,10,9,18,40,343,4.4,5.6,1.5,16.0,6.59,274,1017.8,18.2,20.8,13.9,99,99
39386,2021,10,9,19,40,332,3.9,5.4,1.69,14.81,6.8,249,1017.5,18.3,20.9,14.1,99,99
39392,2021,10,9,20,40,306,4.3,6.1,1.71,7.69,6.52,298,1016.9,18.5,20.9,14.0,99,99
39398,2021,10,9,21,40,299,6.0,7.7,1.56,7.14,6.34,299,1016.4,18.4,20.9,14.5,99,99
39404,2021,10,9,22,40,293,5.9,7.8,1.58,14.81,6.23,229,1016.3,18.5,20.9,13.6,99,99
39410,2021,10,9,23,40,305,6.1,7.8,1.51,6.67,5.7,295,1016.1,18.6,20.9,14.2,99,99
39416,2021,10,10,0,40,314,6.8,8.2,1.58,6.25,5.67,294,1015.9,18.6,20.8,14.3,99,99
39422,2021,10,10,1,40,302,6.2,7.6,1.65,7.69,5.75,287,1016.1,18.6,20.6,14.3,99,99
39428,2021,10,10,2,40,314,5.2,6.8,1.7,7.14,5.79,289,1016.5,18.9,20.5,13.8,99,99
39434,2021,10,10,3,40,335,7.7,9.6,1.75,7.69,5.84,288,1016.6,19.2,20.5,13.8,99,99
39440,2021,10,10,4,40,295,9.0,10.7,1.8,7.69,5.63,289,1016.5,18.9,20.6,14.6,99,99
39446,2021,10,10,5,40,312,7.4,9.4,1.7,7.14,5.57,295,1017.2,18.6,20.6,15.3,99,99
39452,2021,10,10,6,40,321,5.1,7.0,1.83,7.69,5.9,296,1017.2,18.3,20.6,15.1,99,99
39458,2021,10,10,7,40,332,5.2,6.7,1.81,7.14,5.9,296,1016.9,18.4,20.6,15.2,99,99
39464,2021,10,10,8,40,331,3.7,5.5,1.81,7.69,5.89,299,1016.8,18.4,20.3,15.1,99,99
39470,2021,10,10,9,40,342,3.8,6.1,1.72,7.69,5.95,291,1016.6,18.3,20.5,15.2,99,99
39476,2021,10,10,10,40,314,4.0,5.5,1.76,7.69,6.05,300,1016.1,18.3,20.5,15.5,99,99
39482,2021,10,10,11,40,323,3.9,5.2,1.75,7.69,6.04,290,1015.9,18.4,20.5,15.4,99,99
39488,2021,10,10,12,40,309,3.3,4.5,1.59,7.14,6.18,293,1016.1,18.1,20.4,15.4,99,99
39494,2021,10,10,13,40,311,2.8,4.0,1.4,7.14,5.95,290,1016.4,18.1,20.3,15.4,99,99
39500,2021,10,10,14,40,307,2.2,3.3,1.37,6.67,6.07,291,1016.5,18.3,20.2,15.5,99,99
39506,2021,10,10,15,40,10,1.4,2.2,1.21,7.14,5.93,288,1016.7,18.9,20.2,15.0,99,99
39512,2021,10,10,16,40,22,1.4,2.4,1.18,6.67,6.17,292,1016.9,19.1,20.2,15.4,99,99
39518,2021,10,10,17,40,344,1.0,2.0,1.12,6.67,5.86,294,1016.8,19.2,20.3,15.3,99,99
39524,2021,10,10,18,40,287,1.5,2.3,1.09,13.79,6.03,265,1016.4,19.1,20.5,15.3,99,99
39530,2021,10,10,19,40,276,2.9,4.0,1.11,14.81,5.88,262,1015.8,19.1,20.7,16.0,99,99
39536,2021,10,10,20,40,276,4.0,5.3,1.14,13.79,5.87,289,1014.8,18.7,20.8,15.7,99,99
39542,2021,10,10,21,40,287,4.4,5.6,1.06,13.79,5.92,249,1014.0,18.9,20.9,16.0,99,99
39548,2021,10,10,22,40,294,5.4,6.7,1.12,19.05,5.73,230,1013.5,19.0,20.6,16.2,99,99
39554,2021,10,10,23,40,305,5.1,6.5,1.01,13.79,5.22,159,1012.7,19.4,20.6,16.2,99,99
39560,2021,10,11,0,40,302,6.7,7.8,1.04,19.05,5.51,183,1012.3,19.9,20.5,15.6,99,99
39566,2021,10,11,1,40,298,6.8,8.4,1.19,13.79,5.65,266,1012.2,19.9,20.5,15.9,99,99
39572,2021,10,11,2,40,308,6.6,8.2,1.2,19.05,5.66,175,1012.5,19.8,20.5,16.2,99,99
39578,2021,10,11,3,40,312,6.4,8.2,1.2,19.05,5.42,211,1012.5,20.0,20.4,15.2,99,99
39584,2021,10,11,4,40,351,2.5,3.4,1.24,19.05,6.34,199,1012.6,20.1,20.3,15.2,99,99
39590,2021,10,11,5,40,297,3.9,5.1,1.06,19.05,5.76,175,1012.4,20.0,20.3,16.2,99,99
39596,2021,10,11,6,40,310,3.2,4.6,1.15,19.05,6.13,223,1012.2,19.4,20.3,16.0,99,99
39602,2021,10,11,7,40,291,4.5,5.6,1.22,19.05,6.68,217,1011.9,18.9,20.3,16.5,99,99
39608,2021,10,11,8,40,292,4.2,5.4,1.21,19.05,6.26,188,1011.3,18.7,20.3,16.3,99,99
39614,2021,10,11,9,40,286,5.2,6.5,1.5,19.05,6.75,194,1010.9,18.4,20.3,16.0,99,99
39620,2021,10,11,10,40,285,6.0,8.0,1.47,19.05,6.2,175,1010.2,18.1,20.3,15.8,99,99
39626,2021,10,11,11,40,282,6.8,8.4,1.64,17.39,6.3,275,1009.8,17.9,20.4,15.6,99,99
39632,2021,10,11,12,40,272,6.3,8.4,1.76,19.05,6.4,194,1009.6,17.7,20.4,15.1,99,99
39638,2021,10,11,13,40,270,7.8,9.5,1.86,6.67,6.19,286,1009.4,17.8,20.4,15.4,99,99
39644,2021,10,11,14,40,282,6.5,8.9,2.22,7.69,6.61,280,1009.1,17.7,20.4,15.0,99,99
39650,2021,10,11,15,40,278,7.6,9.5,2.12,7.69,6.76,282,1009.3,17.9,20.3,15.2,99,99
39656,2021,10,11,16,40,287,8.4,10.5,2.18,8.33,6.44,285,1009.0,17.9,20.3,14.9,99,99
39662,2021,10,11,17,40,289,9.3,12.2,2.22,9.09,6.28,284,1009.2,17.5,20.3,14.3,99,99
39668,2021,10,11,18,40,281,7.9,10.3,2.62,8.33,6.65,287,1008.5,17.1,20.3,13.4,99,99
39674,2021,10,11,19,40,277,8.8,11.8,2.55,9.09,6.64,286,1008.0,17.5,20.3,14.1,99,99
39680,2021,10,11,20,40,282,9.5,12.0,2.64,10.0,6.81,282,1007.1,17.9,20.4,13.5,99,99
39686,2021,10,11,21,40,290,9.1,12.2,3.3,9.09,7.29,293,1006.5,17.9,20.4,13.6,99,99
39692,2021,10,11,22,40,284,11.5,14.6,3.67,10.0,7.23,298,1006.1,17.4,20.3,12.8,99,99
39698,2021,10,11,23,40,284,13.3,16.5,4.01,11.43,7.39,299,1005.8,17.9,20.2,12.2,99,99
39704,2021,10,12,0,40,282,15.4,19.4,4.2,11.43,7.73,290,1005.4,17.7,20.0,10.8,99,99
39710,2021,10,12,1,40,293,14.3,18.4,4.47,10.81,7.8,300,1006.3,17.5,20.0,10.9,99,99
39716,2021,10,12,2,40,301,16.2,21.0,5.21,10.0,7.95,297,1006.8,17.0,19.9,10.7,99,99
39722,2021,10,12,3,40,294,14.6,18.7,5.59,10.0,8.2,300,1007.3,17.0,19.8,11.7,99,99
39728,2021,10,12,4,40,303,13.1,17.9,4.89,10.81,7.82,302,1008.4,17.0,19.6,12.1,99,99
39734,2021,10,12,5,40,299,12.6,16.0,4.68,10.0,7.99,307,1009.1,16.9,19.6,12.0,99,99
39740,2021,10,12,6,40,308,12.1,15.4,4.28,10.0,7.64,313,1009.2,16.7,19.6,12.0,99,99
39746,2021,10,12,7,40,304,10.1,13.2,4.17,10.0,7.84,308,1009.6,16.6,19.5,12.0,99,99
39752,2021,10,12,8,40,303,10.5,13.1,3.63,9.09,7.61,311,1009.7,16.7,19.3,11.4,99,99
39758,2021,10,12,9,40,307,9.6,11.7,3.41,10.0,7.44,310,1009.9,16.7,19.0,11.1,99,99
39764,2021,10,12,10,40,302,9.9,13.3,3.36,10.0,7.71,301,1010.0,16.8,18.8,10.1,99,99
39770,2021,10,12,11,40,305,9.6,12.0,3.21,10.81,7.32,283,1010.2,16.6,18.7,11.3,99,99
39776,2021,10,12,12,40,307,9.4,12.4,3.18,9.09,7.29,308,1010.7,16.4,18.6,10.9,99,99
39782,2021,10,12,13,40,314,9.1,11.3,3.43,12.12,7.55,286,1011.3,16.4,18.5,10.8,99,99
39788,2021,10,12,14,40,319,8.1,11.4,3.41,8.33,7.51,294,1011.8,16.3,18.3,9.9,99,99
39794,2021,10,12,15,40,316,7.1,9.1,3.19,8.33,7.28,289,1012.5,16.5,18.4,10.8,99,99
39800,2021,10,12,16,40,324,6.4,8.4,2.86,8.33,7.45,291,1012.9,16.7,18.4,9.8,99,99
39806,2021,10,12,17,40,320,6.4,9.0,2.75,9.09,7.42,281,1013.1,16.9,18.7,10.1,99,99
39812,2021,10,12,18,40,315,5.1,7.2,2.89,10.81,7.48,283,1013.4,16.9,18.8,9.1,99,99
39818,2021,10,12,19,40,312,4.8,6.9,3.03,11.43,7.74,283,1013.1,17.1,18.8,7.2,99,99
39824,2021,10,12,20,40,330,5.7,8.5,2.82,16.0,7.64,213,1012.9,17.4,18.9,6.1,99,99
39830,2021,10,12,21,40,318,5.2,7.1,2.83,12.12,7.53,293,1012.4,17.3,19.1,5.6,99,99
39836,2021,10,12,22,40,311,4.6,7.9,2.77,16.0,7.57,188,1012.4,17.3,19.1,7.5,99,99
39842,2021,10,12,23,40,302,6.5,8.0,2.43,16.0,7.16,209,1012.4,17.0,19.1,7.1,99,99
39848,2021,10,13,0,40,296,7.6,9.4,2.45,11.43,6.85,298,1012.3,16.9,19.1,8.2,99,99
39854,2021,10,13,1,40,301,7.5,9.2,2.35,17.39,6.79,213,1012.7,16.8,19.1,6.3,99,99
39860,2021,10,13,2,40,312,6.6,8.4,2.23,11.43,6.55,306,1013.1,17.1,19.1,7.4,99,99
39866,2021,10,13,3,40,318,5.7,7.4,2.24,16.0,6.73,207,1013.5,17.1,19.1,7.2,99,99
39872,2021,10,13,4,40,328,5.9,7.8,2.05,16.0,6.4,187,1013.7,17.0,19.0,10.1,99,99
39878,2021,10,13,5,40,347,5.7,7.1,2.26,16.0,6.83,186,1014.0,17.2,19.0,10.4,99,99
39884,2021,10,13,6,40,351,5.3,6.7,1.97,16.0,6.78,182,1013.9,17.0,18.8,11.2,99,99
39890,2021,10,13,7,40,352,4.4,5.7,1.95,16.0,6.76,180,1013.9,17.0,18.7,11.3,99,99
39896,2021,10,13,8,40,351,3.9,5.0,1.89,7.14,6.88,297,1013.6,17.1,18.8,11.7,99,99
39902,2021,10,13,9,40,8,3.3,4.4,2.01,16.0,7.3,201,1013.1,17.1,18.7,11.4,99,99
39908,2021,10,13,10,40,346,3.4,4.8,2.04,16.0,7.61,200,1012.9,17.0,18.8,11.7,99,99
39914,2021,10,13,11,40,359,2.5,3.8,1.97,16.0,7.59,209,1013.1,17.0,18.9,11.9,99,99
39920,2021,10,13,12,40,8,2.9,3.9,2.06,16.0,7.97,202,1013.1,17.0,18.9,11.3,99,99
39926,2021,10,13,13,40,358,2.6,3.8,1.94,16.0,7.55,194,1013.3,17.0,18.9,11.5,99,99
39932,2021,10,13,14,40,336,3.3,4.4,1.9,14.81,7.64,216,1013.8,17.2,18.9,11.7,99,99
39938,2021,10,13,15,40,317,2.2,3.4,1.86,16.0,7.26,204,1014.3,17.4,18.9,11.9,99,99
39944,2021,10,13,16,40,327,1.4,3.0,1.9,16.0,7.53,181,1014.7,17.6,18.9,12.4,99,99
39950,2021,10,13,17,40,298,2.3,3.8,2.01,16.0,7.79,200,1014.7,17.5,19.0,13.1,99,99
39956,2021,10,13,18,40,301,2.8,4.3,1.9,10.0,7.34,282,1014.6,17.4,19.2,13.5,99,99
39962,2021,10,13,19,40,302,3.9,5.3,1.91,16.0,7.74,189,1014.2,17.4,19.3,12.8,99,99
39968,2021,10,13,20,40,293,3.8,5.2,1.91,17.39,7.37,200,1013.3,17.3,19.3,12.2,99,99
39974,2021,10,13,21,40,292,4.8,6.1,1.9,16.0,7.44,191,1012.8,17.5,19.4,12.1,99,99
39980,2021,10,13,22,40,300,4.9,6.3,1.79,14.81,7.4,208,1012.4,17.9,19.3,9.0,99,99
39986,2021,10,13,23,40,295,5.1,6.5,1.8,16.0,7.4,204,1012.0,18.0,19.4,9.0,99,99
39992,2021,10,14,0,40,292,6.2,7.7,1.66,10.0,6.7,297,1012.1,17.8,19.3,10.9,99,99
39998,2021,10,14,1,40,292,6.8,8.3,1.69,16.0,6.7,188,1012.3,17.5,19.2,11.8,99,99
40004,2021,10,14,2,40,295,6.5,8.4,1.57,16.0,5.93,231,1012.9,17.3,19.1,12.9,99,99
40010,2021,10,14,3,40,308,6.1,7.3,1.64,16.0,6.35,207,1013.2,17.2,19.1,12.1,99,99
40016,2021,10,14,4,40,306,5.2,6.5,1.49,16.0,6.05,206,1013.5,17.3,19.0,12.0,99,99
40022,2021,10,14,5,40,292,4.8,5.9,1.59,16.0,6.79,188,1013.8,17.2,18.9,12.6,99,99
40028,2021,10,14,6,40,303,4.9,6.4,1.44,17.39,6.49,210,1014.1,16.7,18.9,13.1,99,99
40034,2021,10,14,7,40,303,4.2,5.3,1.46,16.0,6.77,218,1014.2,16.5,18.9,13.2,99,99
40040,2021,10,14,8,40,304,3.6,4.9,1.51,16.0,6.66,193,1014.0,16.4,18.9,13.5,99,99
40046,2021,10,14,9,40,306,2.2,3.5,1.43,16.0,6.61,228,1014.1,16.5,18.8,13.5,99,99
40052,2021,10,14,10,40,302,3.6,4.9,1.63,16.0,6.99,195,1013.8,16.6,18.8,13.7,99,99
40058,2021,10,14,11,40,301,3.0,4.4,1.65,16.0,6.99,184,1013.9,16.1,18.8,13.3,99,99
40064,2021,10,14,12,40,293,3.1,4.4,1.79,16.0,7.15,184,1014.1,15.8,18.7,13.0,99,99
40070,2021,10,14,13,40,304,3.9,5.5,1.75,16.0,6.83,194,1014.6,15.9,18.7,13.2,99,99
40076,2021,10,14,14,40,306,4.0,5.8,1.61,16.0,6.75,176,1015.3,15.7,18.9,12.9,99,99
40082,2021,10,14,15,40,323,2.3,3.9,1.69,16.0,6.9,187,1015.6,16.0,18.8,12.9,99,99
40088,2021,10,14,16,40,315,1.5,2.8,1.64,16.0,7.08,182,1016.2,16.5,19.0,12.6,99,99
40094,2021,10,14,17,40,292,2.3,3.4,1.58,14.81,6.96,196,1016.4,16.7,19.1,13.4,99,99
40100,2021,10,14,18,40,310,2.8,4.1,1.61,16.0,7.05,198,1016.3,16.6,19.3,13.7,99,99
40106,2021,10,14,19,40,289,2.5,3.4,1.5,16.0,7.05,192,1016.2,16.8,19.5,13.9,99,99
40112,2021,10,14,20,40,293,3.0,4.1,1.46,16.0,7.12,200,1015.4,16.8,19.6,14.1,99,99
40118,2021,10,14,21,40,295,2.9,4.2,1.48,16.0,7.03,193,1014.8,17.0,19.7,14.1,99,99
40124,2021,10,14,22,40,279,3.8,4.8,1.45,16.0,7.28,188,1014.3,17.0,19.7,14.0,99,99
40130,2021,10,14,23,40,285,3.7,5.1,1.36,16.0,7.26,191,1014.2,17.2,19.6,14.0,99,99
40136,2021,10,15,0,40,278,4.1,5.6,1.44,16.0,7.56,200,1014.6,17.3,19.5,14.2,99,99
40142,2021,10,15,1,40,299,4.9,6.4,1.33,14.81,7.04,193,1014.7,17.0,19.4,14.2,99,99
40148,2021,10,15,2,40,330,2.7,4.0,1.33,14.81,7.07,188,1015.4,17.0,19.3,14.4,99,99
40154,2021,10,15,3,40,343,2.3,3.2,1.47,14.81,7.57,182,1016.0,17.1,19.1,14.6,99,99
40160,2021,10,15,4,40,346,2.1,3.1,1.42,14.81,7.56,217,1016.4,17.2,19.2,15.0,99,99
40166,2021,10,15,5,40,6,2.4,3.2,1.46,16.0,7.65,197,1016.6,17.3,19.0,15.2,99,99
40172,2021,10,15,6,40,347,3.5,4.2,1.45,10.81,7.85,298,1016.4,17.2,18.9,14.7,99,99
40178,2021,10,15,7,40,358,4.6,5.6,1.21,16.0,7.15,218,1016.2,17.7,18.9,15.0,99,99
40184,2021,10,15,8,40,5,4.6,5.9,1.38,16.0,8.1,194,1016.1,17.9,18.9,14.0,99,99
40190,2021,10,15,9,40,2,4.6,5.7,1.25,10.0,7.53,291,1015.9,18.2,19.0,15.2,99,99
40196,2021,10,15,10,40,20,5.5,6.6,1.36,10.81,8.3,282,1015.7,18.0,19.1,15.6,99,99
40202,2021,10,15,11,40,14,6.1,7.2,1.37,14.81,7.48,192,1015.5,18.0,19.0,15.4,99,99
40208,2021,10,15,12,40,24,5.5,7.0,1.31,16.0,7.4,198,1015.6,18.2,19.1,15.1,99,99
40214,2021,10,15,13,40,27,5.3,6.5,1.27,14.81,7.3,194,1016.1,18.5,19.2,15.6,99,99
40220,2021,10,15,14,40,28,3.7,4.8,1.26,14.81,7.55,189,1016.6,18.6,19.2,15.6,99,99
40226,2021,10,15,15,40,23,4.1,5.0,1.45,14.81,8.17,181,1017.2,18.8,19.3,16.1,99,99
40232,2021,10,15,16,40,22,3.8,5.0,1.47,14.81,8.25,191,1017.6,18.9,19.3,16.4,99,99
40238,2021,10,15,17,40,6,4.2,5.1,1.4,14.81,7.53,223,1017.4,19.2,19.3,16.0,99,99
40244,2021,10,15,18,40,359,2.7,3.3,1.37,14.81,8.02,207,1017.2,19.4,19.5,16.0,99,99
40250,2021,10,15,19,40,339,3.8,4.8,1.37,14.81,7.5,215,1016.7,19.6,19.5,16.1,99,99
40256,2021,10,15,20,40,329,4.2,5.2,1.27,13.79,7.46,207,1016.0,19.9,19.6,16.9,99,99
40262,2021,10,15,21,40,326,4.9,5.8,1.21,14.81,7.26,235,1015.3,20.1,19.6,16.1,99,99
40268,2021,10,15,22,40,333,4.7,5.8,1.21,13.79,7.67,205,1014.9,20.7,19.6,14.7,99,99
40274,2021,10,15,23,40,314,5.7,6.9,1.19,13.79,7.56,218,1014.5,20.5,19.6,15.2,99,99
40280,2021,10,16,0,40,313,5.7,6.9,1.03,13.79,6.61,226,1014.2,20.7,19.5,14.3,99,99
40286,2021,10,16,1,40,308,5.1,6.0,1.15,14.81,7.6,193,1014.4,20.4,19.5,14.7,99,99
40292,2021,10,16,2,40,309,4.8,5.5,1.12,14.81,7.17,229,1014.7,20.8,19.5,13.5,99,99
40298,2021,10,16,3,40,312,4.2,5.0,1.1,13.79,7.66,225,1015.1,20.7,19.4,13.0,99,99
40304,2021,10,16,4,40,344,3.5,4.6,1.15,13.79,7.78,194,1015.6,20.5,19.4,14.9,99,99
40310,2021,10,16,5,40,1,4.0,5.0,1.01,13.79,7.08,217,1015.8,20.8,19.4,12.7,99,99
40316,2021,10,16,6,40,7,2.4,5.0,1.07,13.79,7.26,267,1015.5,20.1,19.4,12.6,99,99
40322,2021,10,16,7,40,115,1.7,3.2,1.24,13.79,8.49,222,1015.6,19.9,19.4,13.5,99,99
40328,2021,10,16,8,40,164,0.2,0.6,1.07,12.9,8.02,248,1015.4,19.9,19.4,10.9,99,99
40334,2021,10,16,9,40,256,2.0,3.0,1.1,13.79,8.08,223,1015.0,19.7,19.4,16.2,99,99
40340,2021,10,16,10,40,273,3.1,4.0,1.17,13.79,8.74,241,1014.6,19.3,19.4,16.1,99,99
40346,2021,10,16,11,40,347,1.7,2.4,1.07,13.79,8.56,250,1014.4,19.3,19.4,14.9,99,99
40352,2021,10,16,12,40,331,2.2,3.1,1.09,14.81,8.15,185,1014.5,19.3,19.3,14.3,99,99
40358,2021,10,16,13,40,1,2.0,2.7,1.09,13.79,8.41,251,1014.7,19.1,19.3,14.7,99,99
40364,2021,10,16,14,40,4,1.5,2.2,1.15,12.9,8.57,231,1014.7,19.4,19.3,15.9,99,99
40370,2021,10,16,15,40,16,2.5,3.0,1.09,12.9,8.04,245,1015.3,19.5,19.3,15.7,99,99
40376,2021,10,16,16,40,29,2.2,2.8,1.13,12.9,8.23,281,1015.2,19.7,19.3,15.5,99,99
40382,2021,10,16,17,40,33,2.1,2.8,1.17,12.9,8.33,267,1015.1,19.8,19.3,15.2,99,99
40388,2021,10,16,18,40,22,1.5,1.9,1.09,12.12,7.94,273,1015.0,20.4,19.4,15.5,99,99
40394,2021,10,16,19,40,346,1.2,1.8,1.22,12.9,8.4,249,1014.6,20.6,19.6,15.5,99,99
40400,2021,10,16,20,40,331,2.1,2.8,1.04,12.12,8.23,270,1013.7,20.9,19.7,15.9,99,99
40406,2021,10,16,21,40,297,2.6,3.4,1.01,14.81,7.97,228,1013.4,21.2,19.7,16.3,99,99
40412,2021,10,16,22,40,286,1.9,2.5,1.11,12.9,8.66,252,1013.3,21.3,19.9,17.3,99,99
40418,2021,10,16,23,40,257,2.9,3.6,1.08,14.81,8.89,221,1013.1,21.2,20.3,17.5,99,99
40424,2021,10,17,0,40,242,1.5,2.2,1.13,11.43,9.18,276,1012.4,21.1,20.4,16.4,99,99
40430,2021,10,17,1,40,253,2.8,3.5,1.1,14.81,9.35,229,1012.8,20.8,20.1,16.2,99,99
40436,2021,10,17,2,40,259,3.0,3.6,1.13,12.9,9.8,285,1013.6,20.4,19.6,17.8,99,99
40442,2021,10,17,3,40,262,2.3,3.3,1.02,14.81,9.22,267,1014.1,20.0,19.8,17.7,99,99
40448,2021,10,17,4,40,265,3.4,4.3,1.11,13.79,9.49,251,1014.7,19.7,19.6,16.9,99,99
40454,2021,10,17,5,40,244,1.2,1.7,1.06,12.9,8.68,250,1015.3,19.5,19.4,16.8,99,99
40460,2021,10,17,6,40,250,2.8,4.4,1.19,13.79,8.98,246,1015.3,19.4,19.5,16.8,99,99
40466,2021,10,17,7,40,268,4.6,5.6,1.0,13.79,7.78,151,1015.1,19.1,19.5,15.9,99,99
40472,2021,10,17,8,40,290,3.2,4.0,1.05,14.81,8.19,241,1015.0,18.8,19.6,15.6,99,99
40478,2021,10,17,9,40,280,3.7,4.6,1.0,13.79,8.07,244,1014.7,18.7,19.6,15.7,99,99
40484,2021,10,17,10,40,298,2.7,3.5,1.03,11.43,7.92,284,1014.0,18.4,19.6,15.4,99,99
40490,2021,10,17,11,40,301,2.6,3.5,1.14,13.79,8.29,251,1013.5,18.4,19.5,15.3,99,99
40496,2021,10,17,12,40,299,2.8,3.9,1.17,13.79,8.19,220,1013.8,18.4,19.5,15.4,99,99
40502,2021,10,17,13,40,307,1.8,2.5,1.33,13.79,8.5,235,1013.8,18.5,19.4,15.0,99,99
40508,2021,10,17,14,40,280,4.5,5.5,1.11,14.81,7.67,282,1014.2,18.4,19.5,13.7,99,99
40514,2021,10,17,15,40,273,5.0,6.4,1.08,13.79,7.01,132,1014.8,18.6,19.6,14.4,99,99
40520,2021,10,17,16,40,282,6.0,7.4,1.17,12.9,7.05,231,1015.3,18.6,19.7,14.9,99,99
40526,2021,10,17,17,40,288,5.8,6.9,1.14,14.81,6.98,206,1015.5,18.5,19.7,15.5,99,99
40532,2021,10,17,18,40,288,7.3,8.4,1.09,13.79,5.6,235,1016.0,18.3,19.7,15.7,99,99
40538,2021,10,17,19,40,290,7.5,8.7,1.35,13.79,5.99,213,1015.8,18.2,19.7,15.3,99,99
40544,2021,10,17,20,40,292,7.4,8.7,1.28,12.9,5.52,250,1015.3,18.0,19.7,15.1,99,99
40550,2021,10,17,21,40,288,7.0,8.3,1.3,14.81,5.28,246,1015.0,17.9,19.7,14.7,99,99
40556,2021,10,17,22,40,286,7.5,8.9,1.37,13.79,5.46,251,1014.8,17.9,19.7,14.7,99,99
40562,2021,10,17,23,40,284,6.2,7.8,1.24,14.81,5.27,265,1014.1,18.0,19.7,14.1,99,99
